"log_income","age","shock1","shock2","shock3","shock4","shock5"
6.16124496086128,22,-0.358866698349978,-1.90594732471513,-0.268107606768182,0.627535128904135,0.671006379283899
8.52706187414071,32,-0.360253439739947,0.608186757320519,-1.1562733913131,0.170291240490433,0.874575609010197
8.66342355743869,26,-0.185434306361738,-0.894592096523926,0.0172707614281685,-0.218002237664282,0.929639467884377
13.4217973616399,26,-0.395338571111901,-0.347682992892024,0.281513408658477,0.79629428319697,0.708375244023916
8.74241019432152,31,2.20666082527663,0.509692589634251,-0.766410356198707,-0.305967068938945,-0.672528661750441
7.86570832422037,27,-1.46843810563683,-0.274232283284652,-0.0196572509214561,-0.374939538399209,-1.76565440001058
3.06562804238208,26,0.936641230226323,0.318356662795673,0.353986405402889,-0.776348152015103,0.140767246194286
8.37049398888108,39,0.174356294206308,-0.0352960991115452,-0.396127244622295,-1.34393196379537,0.0156511809452818
8.87539921198958,30,-0.93524078905692,0.607853241222927,-1.49399589782845,-0.996104006276194,-1.29704642649021
13.5675750318842,30,0.657912938687501,-0.11708200578401,-1.37364492627938,1.04509790591242,0.370902451034574
9.50597223907637,23,1.59787532442797,-1.2534299261298,-0.431842067177798,1.29048243130318,-0.342038656705534
14.0957076227125,44,-0.24002002489836,0.674841411169993,-0.474754499964627,0.886874724934234,-0.395586470115832
11.6188492889673,31,1.43909425886974,-0.470840632882656,-1.38775192723922,0.488443271669936,0.412144546637901
10.4832392345761,38,0.196007436186501,0.280053249749881,-0.0305715442043854,0.597444485903809,-0.300706711863164
13.3284705606729,25,0.750898285992545,0.105536380582049,-0.242699694390782,0.409817003493396,1.18617531071557
7.65445808422919,33,0.810192229002171,-0.58845558469158,0.307088714992499,-2.12100902883265,0.173662049962009
9.47544534548684,32,-1.20526886255269,1.33156337614557,-0.889380845338641,0.88361595968109,1.39274119989333
9.06288477966033,26,-1.83003170714286,-0.896498314256652,1.35857091824194,-0.140483807460968,-0.486198853056744
10.3755367894389,29,-1.16801719999826,-0.894457017429904,1.30054297016507,0.0590958469973503,1.72457698744227
4.99233924690616,30,0.97251338158758,0.960579104189747,-0.0995039737109566,-0.463111163076048,0.964245248909816
8.68358967829975,27,-1.26325004119175,-0.184281609134528,-1.3991663813061,-0.18377848263809,-1.15611459426512
10.7274579683679,27,-0.95013578314405,-0.217983110870303,-1.23187674709558,1.28225545283754,-0.401283147640146
8.39488910037978,40,-0.403816126448915,-0.595068611412469,-0.316437694571092,-1.38688523518813,-2.65169611840267
13.1182732712428,30,-0.42930876902688,1.39270219555062,0.859968869009304,0.934684447196209,0.0399015832593945
12.0899030456069,27,-0.470806055217494,1.84975094098136,1.0443627122587,-0.542959900107744,0.99288027726431
8.75693329932699,27,0.0559789527481661,1.17293333403293,-1.35987836355349,0.814508336982627,0.484327003519958
15.3334744640363,33,-0.757358531711193,0.897011397493491,0.948088076968013,1.51009629954701,-0.0844624303591857
14.4330834811816,31,-0.0557448079740884,-0.675759076826591,-1.11884763588556,-1.54837394885249,1.3179193388796
12.2158612692526,21,0.459610784775489,0.00576968373251864,-0.32116921125756,-1.75523010167317,1.01749813475502
9.50614863184275,29,-0.438173236420275,-0.61456030505692,0.2690212511856,0.777866634397576,0.31155915462084
15.7727068607398,26,0.844051114092347,0.315336750264978,0.976430602835197,-0.876988017198985,-1.10292147091232
9.65657285311539,31,0.954961153782795,-0.182206946562747,1.19326948605192,0.0431297202839377,0.660437004416474
12.0455435681874,32,-1.63295891737388,0.611389723201527,0.831602889656079,0.117000727398163,1.21277725433646
11.7356266855222,22,-0.70328626422234,0.86726193900046,0.0531538396949057,1.59586361508322,1.04881778932816
7.84367164860363,29,1.2975559367632,-1.07800178111462,-1.41067151176622,-0.404033529626932,0.729037910651347
12.2074702459966,17,-0.766531150076526,0.498014401009704,0.319275156365926,-3.21865067699153,0.483278900981257
14.6045727323758,42,-0.132615310202537,0.310440996037364,1.56360710847184,-1.07466150717993,-1.29100129852633
